RPC,Description,Lithology,Vp,Vs,Rho
102258,R.PRICE 10921.5 #43,dolomite,3576.12,2011.15,2340.0
102229,R.PRICE 10916.5 #38,dolomite,5118.11,2772.31,2440.0
102279,R.PRICE 10926.5 #48,dolomite,5479.0,2739.5,2560.0
102296,R.PRICE 10928.5 #50,dolomite,4527.56,2421.26,2310.0
102174,R.PRICE 10908.5 #30,dolomite,4363.52,2293.31,2390.0
102178,R.PRICE 10909.5 #31,dolomite,4625.98,2759.19,2370.0
102225,R.PRICE 10916.5 #38,dolomite,5446.19,3116.8,2440.0
102088,R.PRICE 10883.5 #7,dolomite,5446.19,2998.69,2570.0
102213,R.PRICE 10913.5 #35,dolomite,5347.77,2933.07,2440.0
102086,R.PRICE 10883.5 #7,dolomite,5347.77,2896.98,2570.0
